fighter_id,fighter_name,fighter_record,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_def,TD_Avg,TD_Acc,TD_Def,Sub_avg
3450,Cameron Saaiman,Record: 9-3-0,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000",5.30,46%,4.14,51%,0.89,28%,47%,0.7
3451,Pete Sabala,Record: 3-15-0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3452,Danny Sabatello,Record: 9-1-0,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 31, 1993",2.07,57%,0.20,25%,3.00,75%,100%,1.0
3453,Pat Sabatini,Record: 21-5-0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990",1.69,59%,1.09,50%,4.48,50%,50%,1.5
3454,Amir Sadollah,Record: 6-5-0,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",4.71,46%,3.55,60%,0.57,27%,60%,0.3
3455,Nazim Sadykhov,Record: 11-2-1,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",4.79,49%,5.49,49%,1.10,45%,72%,0.2
3456,Frankie Saenz,Record: 13-7-0,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",3.94,47%,3.50,52%,1.74,31%,61%,0.1
3457,Terrance Saeteurn,Record: 8-2-0,"5' 6""",125 lbs.,"67""",Orthodox,"May 30, 1995",3.82,40%,3.82,52%,0.00,0%,0%,0.0
3458,Saparbeg Safarov,Record: 9-3-0,"6' 1""",185 lbs.,"78""",Orthodox,"Oct 14, 1986",4.03,48%,2.96,47%,2.52,41%,33%,0.0
3459,Tarec Saffiedine,Record: 16-7-0,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",4.05,47%,3.06,62%,0.52,36%,84%,0.1
3460,Jason Saggo,Record: 12-4-0,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",2.50,39%,2.94,52%,2.33,40%,23%,0.0
3461,Kiru Sahota,Record: 12-3-0,"5' 10""",125 lbs.,"73""",Orthodox,"May 28, 1995",4.05,52%,2.64,41%,0.92,33%,50%,0.5
3462,Tatsuya Saika,Record: 11-5-0,"6' 0""",155 lbs.,"73""",Orthodox,"Sep 18, 1990",6.67,44%,9.91,43%,0.00,0%,66%,0.0
3463,Mridul Saikia,Record: 8-1-0,"5' 7""",125 lbs.,"68""",Orthodox,"May 09, 1997",0.91,28%,2.74,36%,0.00,0%,0%,0.0
3464,Kaushik Saikumar,Record: 5-1-0,"5' 10""",135 lbs.,"71""",Orthodox,"Dec 11, 1997",0.81,28%,5.35,41%,0.00,0%,33%,1.2
3465,Benoit Saint Denis,Record: 17-3-0 (1 NC),"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995",5.62,58%,4.09,42%,4.19,35%,72%,1.8
3466,Ovince Saint Preux,Record: 27-18-0,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",3.03,47%,3.33,47%,1.09,36%,67%,0.5
3467,Lukasz Sajewski,Record: 13-3-0,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",2.06,35%,3.88,57%,1.01,25%,66%,0.0
3468,Yukio Sakaguchi,Record: 6-7-0,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973",0.30,25%,2.40,50%,4.50,100%,0%,9.0
3469,Augusto Sakai,Record: 16-5-1,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",4.60,49%,3.83,48%,0.23,40%,56%,0.0
3470,Alessio Sakara,Record: 19-11-0 (2 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,47%,2.80,59%,2.18,78%,62%,0.0
3471,Wataru Sakata,Record: 11-14-0,"5' 9""",195 lbs.,--,Southpaw,"Mar 11, 1973",1.11,61%,2.08,31%,0.00,0%,0%,0.0
3472,Gokhan Saki,Record: 1-2-0,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983",7.09,58%,4.57,53%,0.00,0%,100%,0.0
3473,Kazushi Sakuraba,Record: 26-17-1 (2 NC),"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969",1.26,41%,2.03,51%,1.26,31%,48%,1.7
3474,Hayato Sakurai,Record: 38-13-2,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3
3475,Ryuta Sakurai,Record: 24-24-6,"5' 7""",183 lbs.,--,Orthodox,"Sep 18, 1971",1.80,48%,3.44,58%,0.52,100%,36%,1.6
3476,Justin Salas,Record: 12-7-0,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,43%,2.96,68%,2.43,20%,0%,0.0
3477,Ivan Salaverry,Record: 14-9-0,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5
3478,Roman Salazar,Record: 10-6-0 (1 NC),"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",1.95,39%,2.89,57%,1.77,18%,50%,0.0
3479,Luis Saldana,Record: 16-7-1,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991",5.16,50%,3.65,60%,0.64,17%,44%,0.2
3480,John Salgado,Record: 4-8-1,"5' 10""",170 lbs.,--,,--,0.99,50%,1.86,40%,0.00,0%,50%,0.0
3481,Muslim Salikhov,Record: 22-6-0,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.37,49%,2.96,62%,1.07,32%,72%,0.0
3482,Gabriel Salinas-Jones,Record: 5-2-1,"6' 1""",245 lbs.,--,,"Nov 20, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3483,Brandon Saling,Record: 8-6-0,"5' 10""",170 lbs.,--,,"Jan 28, 1986",2.88,40%,6.08,20%,0.00,0%,57%,0.0
3484,Quillan Salkilld,Record: 11-1-0,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999",5.16,57%,3.24,44%,7.95,36%,90%,0.8
3485,Sean Salmon,Record: 18-21-0,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",1.49,33%,2.03,65%,4.06,50%,0%,0.0
3486,Boston Salmon,Record: 6-3-0,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.13,37%,7.75,59%,0.00,0%,100%,0.0
3487,John Salter,Record: 14-3-0,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,32%,1.68,68%,2.85,46%,66%,0.5
3488,Vinicius Salvador,Record: 14-7-0,"5' 7""",135 lbs.,"70""",Southpaw,"Jul 24, 1996",5.48,43%,6.50,48%,0.36,11%,86%,0.0
3489,Dylan Salvador,Record: 5-2-0,"5' 9""",155 lbs.,"69""",Southpaw,"May 20, 1993",4.34,37%,11.57,46%,0.00,0%,0%,0.0
3490,Josh Samman,Record: 13-4-0,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4
3491,Johnny Sampaio,Record: 3-1-0,"5' 8""",170 lbs.,--,Orthodox,"Sep 11, 1975",1.32,40%,2.64,50%,9.89,50%,0%,9.9
3492,Josh Sampo,Record: 11-5-0,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1
3493,Josh San Diego,Record: 8-3-0,"5' 10""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3494,Samuel Sanches,Record: 11-1-0,"5' 10""",155 lbs.,"74""",Orthodox,"Jan 28, 2003",5.95,75%,0.00,100%,0.00,0%,100%,0.0
3495,Diego Sanchez,Record: 31-13-0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8
3496,Eddie Sanchez,Record: 15-8-0,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.30,43%,1.13,26%,42%,0.0
3497,Julian Sanchez,Record: 0-1-0,"6' 3""",300 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3498,Bobby Sanchez,Record: 10-35-0,"5' 7""",155 lbs.,--,Orthodox,"Dec 15, 1989",0.00,0%,0.00,100%,0.00,0%,100%,0.0
3499,Donald Sanchez,Record: 31-17-0,"5' 10""",145 lbs.,--,,"Aug 18, 1984",0.58,50%,1.16,55%,0.00,0%,50%,0.0
3500,Joby Sanchez,Record: 11-4-0,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4
3501,Emmanuel Sanchez,Record: 15-3-0,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",4.45,35%,4.17,55%,0.25,6%,16%,0.5
3502,Erick Sanchez,Record: 8-3-0,"5' 10""",145 lbs.,--,,"Oct 04, 1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3503,Andrew Sanchez,Record: 13-7-0,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",4.30,43%,5.10,50%,2.55,36%,100%,0.0
3504,Robert Sanchez,Record: 8-2-0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.96,40%,1.78,46%,3.61,62%,50%,0.7
3505,Jesse Sanders,Record: 23-7-0,"6' 0""",170 lbs.,--,Orthodox,--,0.00,0%,6.45,35%,0.00,0%,50%,0.0
3506,Luke Sanders,Record: 13-5-0,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.61,52%,4.37,50%,0.71,30%,72%,0.2
3507,Jerrod Sanders,Record: 16-3-0 (1 NC),"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,64%,1.14,46%,2.20,33%,50%,1.6
3508,Cory Sandhagen,Record: 18-6-0,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",4.86,45%,3.47,56%,1.15,34%,56%,0.2
3509,Hugo Sandoval,Record: 2-3-0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3510,Raul Sandoval,Record: 3-3-0,--,130 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3511,Joseph Sandoval,Record: 7-7-0,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986",1.82,42%,12.12,60%,0.00,0%,0%,0.0
3512,Hector Sandoval,Record: 14-4-0,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",3.31,52%,2.33,65%,3.49,25%,71%,1.4
3513,Chris Sanford,Record: 5-1-0,"5' 11""",185 lbs.,--,Orthodox,"Mar 12, 1968",0.23,50%,3.22,17%,0.00,0%,0%,3.5
3514,Roldan Sangcha'an,Record: 4-2-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990",2.71,46%,2.15,51%,1.94,60%,68%,0.0
3515,Yuhi Sano,Record: 0-4-0,"5' 11""",243 lbs.,--,Orthodox,"Feb 02, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3516,Martin Sano,Record: 4-3-1,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991",4.00,33%,12.00,40%,0.00,0%,0%,0.0
3517,Jonathan Santa Maria,Record: 3-4-0,"5' 9""",125 lbs.,--,,--,3.60,51%,2.53,74%,0.00,0%,80%,0.0
3518,Duda Santana,Record: 3-1-0,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",6.01,39%,2.72,73%,6.44,60%,0%,0.0
3519,Shaheen Santana,Record: 6-1-0,"6' 1""",155 lbs.,"75""",Orthodox,"Jun 04, 1991",0.82,42%,1.65,40%,0.00,0%,0%,2.8
3520,Neemias Santana,Record: 7-3-1,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 10, 1996",1.67,34%,2.00,52%,0.00,0%,0%,0.0
3521,Sean Santella,Record: 17-6-1 (1 NC),"5' 5""",125 lbs.,--,,"Oct 25, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3522,Jorge Santiago,Record: 25-12-0,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8
3523,Mike Santiago,Record: 19-12-0,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1
3524,Will Santiago,Record: 9-5-0,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983",1.47,39%,5.53,56%,1.00,50%,100%,0.0
3525,Richie Santiago,Record: 7-2-0,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",3.87,49%,4.87,42%,0.00,0%,25%,0.0
3526,Jose Santibanez,Record: 10-3-0,--,155 lbs.,--,,"Jan 18, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3527,Art Santore,Record: 18-8-0,"6' 2""",185 lbs.,--,,"Oct 26, 1972",1.40,12%,7.31,52%,0.00,0%,100%,0.0
3528,Adriano Santos,Record: 0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3529,Paulo Santos,Record: 0-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3530,Evangelista Santos,Record: 21-18-0,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,36%,6.01,49%,0.78,100%,50%,0.4
3531,Luis Santos,Record: 63-10-1 (1 NC),"6' 1""",170 lbs.,--,Southpaw,"Jan 02, 1980",4.40,57%,4.00,64%,0.00,0%,0%,0.0
3532,Iliarde Santos,Record: 30-13-1 (1 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",3.00,30%,6.10,57%,1.66,23%,83%,0.0
3533,Leonardo Santos,Record: 18-7-1,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.82,46%,3.40,54%,0.88,25%,86%,0.2
3534,Thiago Santos,Record: 22-11-0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,48%,2.57,53%,0.88,33%,65%,0.1
3535,Bruno Santos,Record: 15-2-0,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987",1.18,46%,2.27,56%,3.00,37%,66%,0.3
3536,Andre Santos,Record: 38-10-0,"6' 0""",170 lbs.,--,,--,2.77,34%,4.17,41%,2.50,29%,75%,0.0
3537,Gleristone Santos,Record: 33-7-0,"5' 9""",145 lbs.,--,,"Aug 20, 1988",3.40,31%,4.40,64%,0.00,0%,75%,0.0
3538,Yana Santos,Record: 17-8-0 (1 NC),"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",4.41,57%,3.12,52%,0.78,47%,51%,0.1
3539,Taila Santos,Record: 19-3-0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.39,48%,2.64,58%,2.00,76%,86%,1.1
3540,Marilia Santos,Record: 10-3-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 12, 1992",4.40,54%,4.07,53%,1.00,100%,66%,1.0
3541,Edivan Santos,Record: 12-3-1 (1 NC),"6' 4""",248 lbs.,"78""",Orthodox,"May 03, 1992",1.55,48%,7.09,26%,0.00,0%,25%,0.0
3542,Daniel Santos,Record: 14-2-0,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995",4.76,40%,5.03,51%,3.01,40%,73%,0.0
3543,Gabriel Santos,Record: 12-2-0,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",4.35,60%,4.31,45%,3.80,54%,87%,1.2
3544,Luana Santos,Record: 10-2-0,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000",2.99,52%,2.93,63%,2.17,47%,85%,1.2
3545,Djorden Santos,Record: 11-2-0,"6' 0""",185 lbs.,"75""",Orthodox,"Aug 01, 1997",7.00,44%,5.98,48%,0.67,33%,86%,0.0
3546,Mairon Santos,Record: 18-1-0,"5' 7""",145 lbs.,"72""",Orthodox,"Jun 10, 2000",3.33,48%,2.24,65%,0.00,0%,69%,0.0
3547,Nick Sanzo,Record: 1-1-0,"5' 9""",190 lbs.,--,,"Jan 16, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3548,Bob Sapp,Record: 11-20-0,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0.0
3549,Daniel Sarafian,Record: 10-6-0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,46%,3.10,58%,0.36,7%,53%,0.7
3550,Jeka Saragih,Record: 14-5-0,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",2.75,50%,2.82,40%,2.17,80%,66%,0.5
3551,Diego Saraiva,Record: 22-20-1,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7
3552,Gokhan Saricam,Record: 11-2-0,--,265 lbs.,--,,"Feb 26, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3553,Harris Sarmiento,Record: 36-26-0,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983",0.84,25%,3.46,36%,2.36,60%,57%,0.0
3554,Alexander Sarnavskiy,Record: 35-6-0,"5' 11""",155 lbs.,--,,"Jan 17, 1989",1.43,66%,2.06,42%,0.00,0%,75%,0.0
3555,Yuki Sasaki,Record: 25-22-2,"6' 2""",185 lbs.,--,Orthodox,"Sep 12, 1976",1.09,43%,1.20,57%,0.43,100%,66%,0.0
3556,Kyosuke Sasaki,Record: 3-7-4,"5' 7""",183 lbs.,--,Southpaw,"Oct 07, 1979",0.33,45%,0.93,46%,0.00,0%,0%,0.0
3557,Yuta Sasaki,Record: 21-6-2,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.16,41%,2.50,50%,3.03,43%,41%,1.2
3558,Paul Sass,Record: 14-2-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",0.53,26%,1.90,51%,0.53,16%,33%,7.4
3559,Keisuke Sasu,Record: 11-3-1,"5' 5""",145 lbs.,"69""",Switch,"Sep 30, 1994",2.76,49%,2.42,48%,3.76,40%,61%,1.9
3560,Masaaki Satake,Record: 1-8-1,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965",1.40,35%,3.76,41%,0.00,0%,58%,0.0
3561,Takenori Sato,Record: 19-11-7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,"Jun 08, 1985",0.46,33%,12.92,9%,0.00,0%,0%,0.0
3562,Takashi Sato,Record: 16-7-0,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",2.21,41%,3.73,44%,0.76,37%,60%,0.0
3563,Shogo Sato,Record: 5-1-0 (1 NC),"5' 7""",170 lbs.,"66""",Southpaw,"Jun 08, 1993",2.14,25%,25.71,29%,0.00,0%,0%,0.0
3564,Uran Satybaldiev,Record: 9-1-0,"6' 4""",205 lbs.,"79""",Orthodox,"Aug 10, 1994",2.14,25%,3.66,44%,0.00,0%,50%,1.7
3565,Jeimeson Saudino,Record: 8-5-0,"5' 6""",135 lbs.,--,,"Mar 05, 1991",0.66,30%,0.82,84%,2.47,50%,0%,2.5
3566,Tom Sauer,Record: 25-12-0,"6' 1""",263 lbs.,--,,"Nov 11, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3567,Townsend Saunders,Record: 0-2-0,"5' 5""",170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3568,Ben Saunders,Record: 22-13-2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3
3569,Chad W. Saunders,Record: 7-2-0,"5' 10""",170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3570,Chris Saunders,Record: 16-8-0,"5' 8""",155 lbs.,--,,"Mar 11, 1986",1.48,22%,2.96,75%,3.70,100%,0%,0.0
3571,Christien Savoie,Record: 10-2-1,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 29, 1992",1.39,45%,6.95,23%,0.00,0%,12%,0.0
3572,Lumumba Sayers,Record: 6-5-0,"6' 0""",185 lbs.,--,,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5
3573,Matt Sayles,Record: 8-4-0,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994",4.83,41%,2.81,61%,0.36,16%,81%,0.7
3574,Brandon Sayles,Record: 5-1-0,"6' 5""",265 lbs.,--,,"Apr 23, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3575,Mikheil Sazhiniani,Record: 13-3-0,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 05, 1996",2.27,28%,3.03,52%,0.00,0%,100%,0.0
3576,Mark Scanlon,Record: 9-2-0,"5' 9""",170 lbs.,--,Orthodox,--,2.20,35%,3.33,48%,3.00,75%,25%,2.0
3577,Eric Schafer,Record: 14-8-2,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8
3578,Kerry Schall,Record: 24-13-0 (1 NC),"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0.00,0%,0%,0.0
3579,Eric Schambari,Record: 15-6-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 22, 1978",1.43,42%,1.07,54%,3.00,42%,0%,1.0
3580,Brendan Schaub,Record: 10-5-0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4
3581,Matheus Scheffel,Record: 14-7-0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1992",1.33,36%,3.00,47%,0.00,0%,100%,0.0
3582,Antonio Schembri,Record: 5-5-0,"5' 9""",205 lbs.,--,Orthodox,"Jun 01, 1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4
3583,Fabiano Scherner,Record: 11-10-0 (3 NC),"6' 3""",257 lbs.,--,Orthodox,"Jun 30, 1972",1.31,31%,3.20,38%,1.09,33%,40%,0.0
3584,Samy Schiavo,Record: 10-6-0,"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9
3585,Pat Schilling,Record: 5-2-0,"5' 8""",145 lbs.,--,Orthodox,"Aug 28, 1988",1.87,26%,8.24,52%,0.00,0%,0%,0.0
3586,Joe Schilling,Record: 2-5-0,"6' 3""",185 lbs.,--,,--,2.84,52%,2.64,48%,0.00,0%,44%,0.0
3587,Semmy Schilt,Record: 26-14-1,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973",1.20,50%,1.31,53%,0.00,0%,47%,1.1
3588,Adam Schindler,Record: 10-6-0,"5' 8""",155 lbs.,--,,"May 19, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3589,Daniel Schmitt,Record: 2-3-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3590,Colleen Schneider,Record: 11-7-0,--,135 lbs.,--,,"Mar 12, 1982",2.17,48%,2.50,50%,2.50,50%,60%,0.0
3591,Matt Schnell,Record: 17-10-0 (1 NC),"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",4.07,40%,4.11,55%,0.60,45%,43%,1.2
3592,Alex Schoenauer,Record: 15-10-0,"6' 3""",185 lbs.,--,Orthodox,"May 05, 1976",1.22,40%,2.27,42%,0.00,0%,22%,4.9
3593,Bailey Schoenfelder,Record: 5-1-0,"6' 3""",265 lbs.,"76""",Orthodox,"Sep 22, 1997",0.00,0%,9.86,53%,0.00,0%,0%,0.0
3594,Darrill Schoonover,Record: 14-8-0,"6' 2""",220 lbs.,--,Orthodox,"Jul 18, 1985",1.20,33%,4.35,38%,0.00,0%,50%,1.1
3595,Bob Schrijber,Record: 20-17-1,"6' 0""",240 lbs.,--,Orthodox,"Mar 03, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3596,Nate Schroeder,Record: 11-10-0,"6' 1""",230 lbs.,--,,"Jun 02, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3597,Lacey Schuckman,Record: 11-10-0,"5' 3""",125 lbs.,--,,"Jul 16, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3598,Mark Schultz,Record: 1-1-0,"5' 9""",200 lbs.,--,Orthodox,"Oct 26, 1960",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3599,Wes Schultz,Record: 8-2-0,"6' 2""",185 lbs.,"77""",Orthodox,"Aug 09, 1996",5.39,46%,4.74,48%,5.57,40%,0%,1.4
3600,Brian Schwartz,Record: 1-1-0,"6' 3""",170 lbs.,--,Orthodox,--,1.27,44%,0.87,45%,0.00,0%,50%,1.0
3601,Eric Schwartz,Record: 2-0-0,--,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
3602,Justin Scoggins,Record: 11-5-0,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5
3603,Brad Scott,Record: 11-6-0,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",3.52,41%,4.31,57%,0.32,15%,63%,0.7
3604,Greg Scott,Record: 3-4-0,"5' 9""",145 lbs.,--,,--,3.90,55%,7.79,37%,11.69,100%,0%,0.0
3605,Louis Lee Scott,Record: 10-0-0,"5' 8""",135 lbs.,"70""",Orthodox,"Feb 26, 2000",5.35,58%,0.81,71%,2.43,66%,100%,0.0
3606,Zachary Scroggin,Record: 7-1-0,"6' 3""",170 lbs.,"74""",Orthodox,"Mar 09, 1996",2.40,37%,8.80,68%,0.00,0%,0%,0.0
3607,Mike Seal,Record: 13-15-1 (1 NC),"6' 4""",185 lbs.,--,Orthodox,"Jul 30, 1977",5.50,68%,3.33,50%,0.00,0%,33%,0.0
3608,Demba Seck,Record: 10-3-0,"6' 1""",145 lbs.,"74""",Orthodox,"Jul 07, 1993",1.50,40%,5.25,22%,0.00,0%,60%,0.0
3609,Matt Secor,Record: 8-4-0,"6' 0""",170 lbs.,--,,"Sep 26, 1986",0.51,20%,0.81,50%,3.03,100%,0%,3.0
3610,Kenneth Seegrist,Record: 4-7-0,"6' 0""",185 lbs.,--,Orthodox,"Oct 21, 1980",3.21,66%,1.28,0%,0.00,0%,40%,14.4
3611,Neil Seery,Record: 16-13-0,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",3.56,41%,3.79,58%,0.78,27%,53%,1.6
3612,Rony Sefo,Record: 0-2-0,"5' 9""",225 lbs.,--,Orthodox,"Apr 10, 1972",0.00,0%,0.43,0%,0.00,0%,0%,0.0
3613,Ray Sefo,Record: 2-2-0,"6' 0""",240 lbs.,--,Orthodox,"Feb 15, 1971",0.86,31%,1.71,72%,0.00,0%,66%,0.0
3614,Brendan Seguin,Record: 23-19-1,"6' 0""",185 lbs.,--,,"Jul 03, 1976",2.60,45%,0.60,84%,5.00,62%,100%,0.0
3615,Tetsuya Seki,Record: 14-8-1,"5' 10""",155 lbs.,--,,"Feb 08, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0
3616,Stefan Sekulic,Record: 12-4-0,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992",1.83,50%,2.83,64%,2.00,33%,25%,0.5
3617,Pete Sell,Record: 10-7-0,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.60,42%,3.65,51%,0.91,21%,47%,0.9
3618,Matthew Semelsberger,Record: 11-8-0,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992",3.77,42%,4.24,54%,1.01,57%,45%,0.4
